STN---,WBAN,YEARMODA,TEMP,,DEWP,,SLP,,STP,,VISIB,,WDSP,,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
744860,94789,20111012,61.8,24,50.6,24,1020.6,22,1019.5,24,10,24,9.8,24,15.9,22,75.9,60.1,0.00G,999.9,10000
744860,94789,20111013,63,24,58.7,24,1011.2,14,1009.6,24,7.8,24,9.9,24,15.9,21,68,60.1,0.06G,999.9,10000
744860,94789,20111014,66.9,24,64.1,24,1000.5,17,1000.4,24,4.3,24,11.5,24,18.1,26,71.1*,62.6*,0.12G,999.9,110010
744860,94789,20111015,61.7,24,44,24,1002.7,24,1001.9,24,10,24,18.9,24,27,34,71.1,55.9,0.20G,999.9,10000
744860,94789,20111016,61.8,24,38.5,24,1009.9,23,1009.4,24,10.2,24,14.7,24,19,26,69.1,55.9,0.00G,999.9,0
744860,94789,20111017,62.8,24,41.9,24,1007,24,1006.2,24,10,24,12.2,24,18.1,22,68,57.9,0.00G,999.9,10000
744860,94789,20111018,60.8,24,42.2,24,1010.6,24,1009.9,24,10,24,7.3,24,12,999.9,69.1,54,0.00G,999.9,0
744860,94789,20111019,62.1,24,57.4,24,1008.9,16,1006.5,24,7.1,24,9.7,24,20,29.9,69.1,54,0.34G,999.9,10000
744860,94789,20111020,65.1,24,55.8,24,998.9,18,996.8,24,7.6,24,16.7,24,24.1,31.1,69.8*,59.0*,0.92G,999.9,10000
744860,94789,20111021,55.6,24,39.3,24,1010.6,24,1009.8,24,10,24,15.5,24,20,27,69.1,52,0.01G,999.9,0
744860,94789,20111022,54.4,24,39.8,24,1017.5,24,1016.7,24,10,24,9.6,24,15,999.9,62.1,48,0.00G,999.9,0
744860,94789,20111023,54.4,24,38.1,24,1019.9,24,1019.1,24,10,24,4.6,24,9.9,999.9,62.1,48,0.00G,999.9,0
744860,94789,20111024,54.8,24,45.1,24,1019.4,24,1018.6,24,9.7,24,6,24,13,999.9,62.1,46.9,0.00G,999.9,0
744860,94789,20111025,57.9,24,39.4,24,1016.2,24,1015.4,24,10,24,11.7,24,20,26,64,46.9,0.00G,999.9,0
744860,94789,20111026,54.6,24,42.7,24,1013.8,24,1013,24,10,24,5.5,24,11.1,999.9,64,46.9,0.00G,999.9,0
744860,94789,20111027,54.4,24,49.7,24,1005.5,21,1004.5,24,7,24,7.3,24,24.1,29.9,62.1,42.1,0.17G,999.9,10000
744860,94789,20111028,42.5,24,28.3,24,1020,22,1018.5,24,10,24,10.4,24,19,25.1,57.9,37,0.52G,999.9,10000
744860,94789,20111029,40.9,24,30.6,24,1022.1,16,1018.6,24,7,24,11.4,24,20,28.9,51.1,33.1,0.00G,1.2,111000
744860,94789,20111030,38.6,24,28.3,24,1018.5,23,1016.9,24,7.9,24,14.1,24,20,27,48,33.1,1.83G,1.2,1000
744860,94789,20111031,44.2,24,33.1,24,1028.3,24,1027.5,24,9.9,24,3.3,24,8.9,999.9,54,32,0.01G,1.2,0
744860,94789,20111101,49.6,24,35.1,24,1026.5,24,1025.7,24,10,24,7.9,24,15.9,21,55.9,34,0.00G,999.9,0
744860,94789,20111102,47.2,24,35,24,1028.2,24,1027.5,24,10,24,4.7,24,8,999.9,55.9,37.9,0.00G,999.9,0
744860,94789,20111103,50.1,24,42.2,24,1021.5,24,1020.7,24,9.8,24,6.8,24,11.1,999.9,59,37.9,0.00G,999.9,0
744860,94789,20111104,50.1,24,37,24,1015.6,24,1014.9,24,9.9,24,10.8,24,20,28,59,44.1,0.00G,999.9,0
744860,94789,20111105,43.5,24,21.8,24,1028.7,24,1027.7,24,10,24,8.5,24,18.1,26,54,36,0.00G,999.9,0
744860,94789,20111106,43.8,24,31.3,24,1032.7,24,1031.9,24,10,24,4.4,24,11.1,999.9,55,33.1,0.00G,999.9,0
744860,94789,20111107,48.9,24,42.3,24,1027.9,23,1027.2,24,9.5,24,7.7,24,12,999.9,60.1,33.1,0.00G,999.9,0
744860,94789,20111108,55.5,24,45.3,24,1024.6,24,1023.8,24,10,24,3.7,24,7,999.9,69.1,42.1,0.00G,999.9,0
744860,94789,20111109,53.7,24,46.2,24,1022.3,22,1021.6,24,8,24,3.6,24,9.9,999.9,69.1,43,0.00G,999.9,100000
744860,94789,20111110,57.7,24,53.7,24,1012,17,1011.8,24,5.3,24,3.8,24,13,999.9,66.9,43,0.00G,999.9,100000
744860,94789,20111111,48.5,24,32.4,24,1005.6,24,1004.5,24,10,24,16,24,22,31.1,66.9,44.1,0.00G,999.9,10000
744860,94789,20111112,46.8,24,27.4,24,1018.1,24,1017.3,24,10,24,14.4,24,19,25.1,57.9,39.9,0.00G,999.9,0
744860,94789,20111113,51.1,24,39.6,24,1019.6,24,1018.8,24,10,24,10,24,21,25.1,60.1,39.9,0.00G,999.9,0
744860,94789,20111114,56.8,24,44.3,24,1013.8,24,1013,24,10,24,9,24,15,999.9,64.9,43,0.00G,999.9,0
744860,94789,20111115,59.7,24,51.7,24,1009.8,24,1009,24,10,24,8.5,24,14,999.9,64.9,51.1,0.00G,999.9,10000
744860,94789,20111116,56.5,24,52.4,24,1012.3,23,1011.4,24,7.9,24,4.2,24,9.9,999.9,64.9,54,0.06G,999.9,10000
744860,94789,20111117,49.6,24,40.2,24,1009.8,21,1009,24,9.8,24,10.5,24,15.9,22.9,57,41,0.57G,999.9,10000
744860,94789,20111118,41.5,24,20.5,24,1023.5,24,1022.8,24,10,24,12.8,24,21,29.9,55,36,0.03G,999.9,0
744860,94789,20111119,44.3,24,27,24,1030.2,24,1029.4,24,10,24,11.6,24,15.9,999.9,52,36,0.00G,999.9,0
744860,94789,20111120,54,24,44.9,24,1022.4,24,1021.6,24,10,24,12.2,24,20,24.1,63,37.9,0.00G,999.9,0
744860,94789,20111121,54.1,24,44.1,24,1022.9,24,1022,24,9.5,24,7.1,24,11.1,999.9,63,48,0.15G,999.9,10000
744860,94789,20111122,49.4,24,43.7,24,1026.2,19,1025.6,24,8.1,24,6.4,24,15,18.1,51.8*,46.4*,0.10G,999.9,10000
744860,94789,20111123,50,24,47,24,1010.1,21,1008,24,6.2,24,13.5,24,21,28.9,59,43,1.93G,999.9,10000
744860,94789,20111124,44,24,32.8,24,1019.1,22,1018,24,10,24,9.7,24,19,25.1,59,37,0.24G,999.9,0
744860,94789,20111125,50.3,24,36.8,24,1021.5,24,1020.7,24,10,24,8.9,24,13,999.9,62.1,37,0.00G,999.9,0
744860,94789,20111126,52.1,24,37.6,24,1021.9,24,1021.1,24,10,24,6.8,24,11.1,999.9,64,41,0.00G,999.9,0
744860,94789,20111127,49.6,24,45.2,24,1021.7,24,1021,24,9.8,24,4.8,24,19,999.9,64,37,0.00G,999.9,0
744860,94789,20111128,57.2,24,51.3,24,1020.7,24,1019.9,24,10,24,13.7,24,19,25.1,64.9,37,0.00G,999.9,0
744860,94789,20111129,59.1,24,55.1,24,1015.7,23,1014.7,24,9.3,24,10.4,24,22.9,34,64.9,52,0.00G,999.9,10000
744860,94789,20111130,50.6,24,40.5,24,1006.6,22,1005.5,24,9.5,24,15.3,24,19,25.1,63,46,0.16G,999.9,10000
744860,94789,20111201,44.3,24,23.1,24,1018.4,24,1017.6,24,10,24,13.8,24,19,32.1,53.1,37.9,0.00G,999.9,0
744860,94789,20111202,43.9,24,27.9,24,1026.6,24,1025.9,24,10,24,4.8,24,15,21,53.1,34,0.00G,999.9,0
744860,94789,20111203,42.1,24,26.8,24,1035.6,24,1034.8,24,10,24,8.2,24,19,24.1,53.1,34,0.00G,999.9,0
744860,94789,20111204,43.9,24,36.3,24,1034.7,24,1034.2,24,10,24,3.6,24,9.9,999.9,54,34,0.00G,999.9,0
744860,94789,20111205,50.2,24,48.3,24,1028.7,16,1027.8,24,3.6,24,3.2,24,7,999.9,54,35.1,0.00G,999.9,110000
744860,94789,20111206,54.2,24,52.1,24,1019.9,18,1019.1,24,7.7,24,8,24,15,999.9,55.9,46,0.01G,999.9,110000
744860,94789,20111207,54.6,24,52.9,24,1008.7,15,1009,24,4,24,7.5,24,13,999.9,57.2*,50.0*,0.23G,999.9,10000
744860,94789,20111208,43.4,24,31.1,24,1013.4,21,1009.4,24,9,24,18.2,24,35,46,57,36,1.13G,999.9,10000
744860,94789,20111209,42.2,24,30,24,1026.6,24,1025.8,24,10,24,9.4,24,15.9,24.1,52,33.1,0.19G,999.9,0
744860,94789,20111210,45,24,28.1,24,1024.8,23,1023.7,24,10,24,10.9,24,17.1,21,52,33.1,0.00G,999.9,0
744860,94789,20111211,33.8,24,12.3,24,1035.2,24,1034.5,24,10,24,7.3,24,15,20,48.9,28,0.00G,999.9,0
744860,94789,20111212,36.8,24,18.9,24,1035.9,24,1035.1,24,10,24,5,24,8.9,999.9,44.1,28.2,0.00G,999.9,0
744860,94789,20111213,38.6,24,18.9,24,1029.2,24,1028.5,24,10,24,8,24,19,24.1,48,28.9,0.00G,999.9,0
744860,94789,20111214,41.9,24,29.9,24,1028.8,24,1028,24,10,24,5.2,24,14,20,52,29.1,0.00G,999.9,0
744860,94789,20111215,49.6,24,41.2,24,1021,22,1020.7,24,10,24,12.3,24,22.9,31.1,55,34,0.00G,999.9,0
744860,94789,20111216,50.2,24,32.6,24,1014.2,24,1013.4,24,10,24,13.2,24,22.9,35,57.9,44.1,0.00G,999.9,0
744860,94789,20111217,40.6,24,22.5,24,1019.7,24,1018.9,24,10,24,9.1,24,17.1,22.9,57.9,36,0.00G,999.9,0
744860,94789,20111218,29.1,24,9.7,24,1023.1,24,1022.4,24,10,24,10.3,24,14,19,45,23,0.00G,999.9,0
744860,94789,20111219,33.7,24,19.1,24,1023.5,24,1022.7,24,10,24,7.9,24,18.1,27,48,21,0.00G,999.9,0
744860,94789,20111220,45.8,24,29.8,24,1018.8,24,1018,24,10,24,9.4,24,15,999.9,48.0*,43.0*,0.00G,999.9,10000
744860,94789,20111221,47.4,24,43.3,24,1017.2,17,1016.7,24,8,24,7.8,24,15.9,999.9,53.6*,39.2*,0.02G,999.9,10000
744860,94789,20111222,54.4,24,43.3,24,1015.3,22,1013.3,24,9.7,24,10.5,24,21,38.1,60.1,39.9,0.12G,999.9,10010
744860,94789,20111223,47.8,24,39.3,24,1016,21,1014.2,24,8.9,24,10.1,24,20,28,60.1,43,0.92G,999.9,10000
744860,94789,20111224,34.9,24,18.8,24,1026.7,24,1025.9,24,10,24,9.7,24,15,19,51.1,30,0.86G,999.9,0
744860,94789,20111225,35.9,24,21.2,24,1026.8,24,1026.1,24,10,24,7.1,24,15.9,999.9,48,26.1,0.00G,999.9,0
744860,94789,20111226,43.6,24,27.7,24,1018.3,24,1017.6,24,10,24,14.5,24,24.1,32.1,48,26.2,0.00G,999.9,10000
744860,94789,20111227,42.9,24,33.5,24,1018.1,23,1017.1,24,9.2,24,10.8,24,26,36.9,55,32,0.00G,999.9,10000
744860,94789,20111228,46.2,24,34.2,24,999.1,23,997.6,24,9,24,19.1,24,33,46,57.2*,36.0*,0.70G,999.9,10000
744860,94789,20111229,30.8,24,9.6,24,1014.1,24,1013.3,24,10,24,13.1,24,22.9,31.1,50,25,0.00G,999.9,0
744860,94789,20111230,40.8,24,29.5,24,1017,24,1016.2,24,10,24,3.8,24,9.9,999.9,50,25.2,0.00G,999.9,0
744860,94789,20111231,49.8,24,42.7,24,1012.6,24,1011.9,24,10,24,6.6,24,14,999.9,55.9,36,0.00G,999.9,10000
744860,94789,20120101,46.3,24,38,24,1016.2,24,1015.4,24,10,24,9.3,24,22,28,55.9,37.9,0.00G,999.9,0
744860,94789,20120102,43.2,24,26.1,24,1007.2,24,1006.5,24,9.9,24,16.7,24,22.9,32.1,50,37,0.07G,999.9,10000
744860,94789,20120103,30.3,24,11.4,24,1011.7,24,1011,24,10,24,15.2,24,22,32.1,50,21.9,0.00G,999.9,0
744860,94789,20120104,19.2,24,-0.7,24,1020.9,24,1020.2,24,10,24,12,24,19,28,33.1,12.9,0.00G,999.9,0
744860,94789,20120105,32.1,24,14.7,24,1014,24,1013.2,24,10,24,11.6,24,18.1,22,42.1,12.9,0.00G,999.9,0
744860,94789,20120106,41.2,24,26.6,24,1012.5,24,1011.7,24,10,24,9.6,24,15,999.9,54,26.1,0.00G,999.9,0
744860,94789,20120107,47,24,32.6,24,1008.7,24,1007.9,24,10,24,7.6,24,13,999.9,61,34,0.00G,999.9,0
744860,94789,20120108,46,24,24.2,24,1019,24,1018.2,24,10,24,11.7,24,17.1,26,61,36,0.00G,999.9,0
744860,94789,20120109,34.7,24,16,24,1025.6,24,1024.8,24,10,24,6.7,24,17.1,22,48,28.9,0.00G,999.9,0
744860,94789,20120110,39.4,24,25.1,24,1014.8,24,1014,24,9.6,24,10.3,24,17.1,22,48,29.1,0.00G,999.9,0
744860,94789,20120111,40.4,24,26.6,24,1017.4,24,1016.6,24,10,24,6.2,24,13,999.9,48,30.2,0.00G,999.9,0
744860,94789,20120112,45.4,24,40.6,24,1004.6,18,1003.1,24,8.1,24,13.8,24,26,33,48.9,31.1,0.69G,999.9,10010
744860,94789,20120113,40.7,24,32.2,24,999,21,997.7,24,8.8,24,17.8,24,33,42.9,50,30,0.33G,999.9,11000
744860,94789,20120114,30.4,24,13.4,24,1012.4,24,1011.6,24,10,24,18.4,24,27,34,33.1*,28.0*,0.00G,999.9,0
744860,94789,20120115,23.9,24,0.9,24,1024.2,24,1023.4,24,10,24,14.5,24,20,25.1,34,16,0.00G,999.9,1000
744860,94789,20120116,22.6,24,4,24,1034.1,24,1033.6,24,10,24,9.3,24,22,27,36,14,0.00G,999.9,0
744860,94789,20120117,39.8,24,33.5,24,1016.9,24,1016.1,24,9,24,11.2,24,22,25.1,45.0*,36.0*,0.05G,999.9,11000
744860,94789,20120118,43.2,24,25.5,24,1008.8,24,1008,24,9.9,24,17.1,24,26,32.1,53.1,28.9,0.24G,999.9,0
744860,94789,20120119,26.3,24,9.4,24,1021.9,24,1021.2,24,10,24,8.9,24,16.9,20,36.0*,19.0*,0.00G,999.9,0
744860,94789,20120120,32.8,24,13,24,1019.2,24,1018.4,24,10,24,13.2,24,21,25.1,37.9,19,0.00G,999.9,0
744860,94789,20120121,27.4,24,15.8,24,1024.1,12,1020.2,24,6.7,24,10.3,24,18.1,24.1,37,24.1,0.02G,2,11000
744860,94789,20120122,25,24,17.5,24,1029.8,24,1029.1,24,10,24,9,24,13,999.9,33.1,18,0.15G,1.2,0
744860,94789,20120123,39.4,24,34.9,24,1025.5,18,1024.8,24,8,24,7.8,24,18.1,24.1,51.8*,33.1*,0.00G,1.2,11000
744860,94789,20120124,48.7,24,41.4,24,1015.5,20,1014.2,24,7.6,24,11.8,24,21,28,54,33.1,0.23G,1.2,110000
744860,94789,20120125,43,24,25.3,24,1023,24,1022.3,24,10,24,11.8,24,18.1,25.1,54,37.9,0.00G,999.9,0
744860,94789,20120126,37.1,24,27.3,24,1022.4,23,1021.7,24,9.8,24,5.6,24,11.1,999.9,46,34,0.00G,999.9,11000
744860,94789,20120127,48.2,24,44.5,24,1005.2,14,1002.9,24,3.6,24,11.3,24,24.1,32.1,57.9,34,0.19G,999.9,110000
744860,94789,20120128,43.7,24,27,24,1012.9,24,1012.1,24,10,24,12.1,24,22,38.1,57.9,37,0.28G,999.9,0
744860,94789,20120129,40.1,24,16.2,24,1019.5,24,1018.8,24,10,24,14.2,24,24.1,31.1,46,33.1,0.00G,999.9,0
744860,94789,20120130,38,24,15.8,24,1021.5,24,1020.8,24,10,24,14.9,24,21,29.9,44.1,33.1,0.00G,999.9,0
744860,94789,20120131,43.5,24,25.5,24,1022.5,24,1021.7,24,10,24,10.1,24,13,999.9,57,34,0.00G,999.9,0
744860,94789,20120201,50.4,24,37.5,24,1015.2,24,1014.4,24,10,24,9.5,24,17.1,22,64,37,0.01G,999.9,10000
744860,94789,20120202,45.8,24,30.8,24,1016.6,24,1015.8,24,10,24,8.8,24,15,999.9,64,39,0.02G,999.9,0
744860,94789,20120203,37.5,24,16.8,24,1027.1,24,1026.3,24,10,24,14.6,24,21,28,51.1,30,0.00G,999.9,0
744860,94789,20120204,40.8,24,21.9,24,1025.6,24,1024.9,24,10,24,7.9,24,12,999.9,46.9,30.2,0.00G,999.9,0
744860,94789,20120205,36.5,24,18.5,24,1020.6,24,1019.8,24,10,24,7.4,24,11.1,999.9,46.9,33.1,0.00G,999.9,0
744860,94789,20120206,39.1,24,20.6,24,1020,24,1019.3,24,10,24,11.6,24,18.1,999.9,51.1,28.9,0.00G,999.9,0
744860,94789,20120207,43.2,24,26.6,24,1017.2,24,1016.4,24,10,24,11.3,24,15.9,22,51.1,29.1,0.00G,999.9,0
744860,94789,20120208,36.5,24,19.2,24,1024.7,21,1023.7,24,9.6,24,6.1,24,14,999.9,51.1,30.9,0.00G,999.9,1000
744860,94789,20120209,36.5,24,23.9,24,1019.5,23,1018.9,24,8.4,24,7.7,24,15,17.1,46.9,30.9,0.04G,999.9,1000
744860,94789,20120210,38.3,24,23.9,24,1019.7,24,1019,24,10,24,7.5,24,12,999.9,46.9,30,0.00G,999.9,0
744860,94789,20120211,36.9,24,28.4,24,1009.2,15,1008.3,24,6.8,24,7.1,24,18.1,21,45,30.2,0.10G,999.9,11000
744860,94789,20120212,29.7,24,9.3,24,1007.9,24,1007.2,24,10,24,18.9,24,24.1,33,37.9,21,0.02G,999.9,0
744860,94789,20120213,33.1,24,13,24,1015.7,24,1015,24,10,24,16.7,24,22.9,28,44.1,21,0.00G,999.9,0
744860,94789,20120214,39.6,24,19.3,24,1018.2,24,1017.5,24,10,24,6.6,24,13,999.9,45,29.1,0.00G,999.9,0
744860,94789,20120215,42.3,24,36.3,24,1020.4,24,1019.5,24,8.8,24,6.1,24,15,999.9,46,35.1,0.04G,999.9,10000
744860,94789,20120216,39.7,24,31.5,24,1024.6,24,1023.8,24,9.7,24,4.9,24,8.9,999.9,46,30.9,0.01G,999.9,10000
744860,94789,20120217,46,24,35,24,1016.2,19,1015.5,24,7.7,24,9.6,24,18.1,24.1,53.1,31.1,0.15G,999.9,10000
744860,94789,20120218,41.2,24,20.7,24,1016.5,24,1015.7,24,10,24,10,24,15,20,53.1,36,0.01G,999.9,0
744860,94789,20120219,39.8,24,23.2,24,1017.2,24,1016.5,24,9.9,24,8.8,24,15,22.9,46,33.1,0.01G,999.9,10000
744860,94789,20120220,38.1,24,16.2,24,1018.5,24,1017.7,24,10,24,12.5,24,20,27,48,32,0.00G,999.9,0
744860,94789,20120221,37.1,24,19.9,24,1025.3,24,1024.5,24,10,24,8.1,24,20,28,48,26.1,0.00G,999.9,0
744860,94789,20120222,45.5,24,35.4,24,1009,24,1008.2,24,9.8,24,9.7,24,21,27,57,26.2,0.00G,999.9,0
744860,94789,20120223,50.6,24,35.7,24,999.5,24,998.8,24,10,24,12.1,24,24.1,29.9,61,36,0.00G,999.9,0
744860,94789,20120224,42.7,24,32.1,24,1004.2,22,1003,24,8.3,24,9.6,24,14,20,61,37.9,0.08G,999.9,10000
744860,94789,20120225,42.6,24,25.4,24,1000.6,24,999.3,24,9.4,24,21.5,24,29.9,41,46.9,37.9,0.29G,999.9,11000
744860,94789,20120226,36.9,24,11.5,24,1023.3,24,1022.6,24,10,24,15.8,24,28,36.9,46.9,30,0.00G,999.9,1000
744860,94789,20120227,40.9,24,28.2,24,1028.1,24,1027.4,24,10,24,10.8,24,21,28.9,51.1,30,0.00G,999.9,0
744860,94789,20120228,45.9,24,23.4,24,1025.2,24,1024.2,24,10,24,13.5,24,20,34,51.1,31.1,0.00G,999.9,0
744860,94789,20120229,40.7,24,26.7,24,1024.1,23,1023.4,24,8.4,24,7.3,24,15,22.9,51.1,34,0.00G,999.9,10000
744860,94789,20120301,41.3,24,37.4,24,1007.3,23,1006.5,24,8.2,24,9.9,24,18.1,22.9,45,37,0.60G,999.9,10000
744860,94789,20120302,36.8,24,29.2,24,1017.3,21,1016.6,24,10,24,8.7,24,15,21,43,33.1,0.11G,999.9,0
744860,94789,20120303,47.6,24,40.6,24,1003.4,16,1003.2,24,6.4,24,11.9,24,20,26,55.9,33.1,0.27G,999.9,110000
744860,94789,20120304,44.2,24,19.2,24,1004.4,24,1003.6,24,10,24,11,24,20,28.9,55.9,39.9,0.02G,999.9,0
744860,94789,20120305,38.5,24,15.1,24,1012.7,24,1011.9,24,10,24,13.5,24,18.1,26,46.9,33.1,0.00G,999.9,0
744860,94789,20120306,32.9,24,5.7,24,1032.6,24,1031.8,24,10,24,13.8,24,22,28.9,46,26.1,0.00G,999.9,0
744860,94789,20120307,43.3,24,30.6,24,1034,24,1033.2,24,10,24,12.3,24,15.9,999.9,53.1,26.2,0.00G,999.9,0
744860,94789,20120308,51.2,24,43.4,24,1024,24,1023.2,24,10,24,14.2,24,22,28,59,37,0.00G,999.9,0
744860,94789,20120309,47.8,24,30.7,24,1016.7,24,1015.9,24,10,24,16.2,24,27,31.1,59,41,0.07G,999.9,10000
744860,94789,20120310,37.2,24,9.9,24,1028.9,24,1028.1,24,10,24,14.1,24,20,28.9,53.1,28.9,0.00I,999.9,0
744860,94789,20120311,42.9,24,23.8,24,1032.7,24,1031.9,24,10,24,11.2,24,15.9,999.9,57,29.1,0.00G,999.9,0
744860,94789,20120312,48.8,24,36,24,1026.3,24,1025.6,24,10,24,8.4,24,9.9,999.9,62.1,36,0.00G,999.9,0
744860,94789,20120313,52.6,24,46.5,24,1018.1,22,1017.4,24,8.5,24,7.6,24,14,999.9,62.1,39.9,0.06G,999.9,10000
744860,94789,20120314,60.5,24,36.2,24,1017.7,24,1017,24,10,24,8.8,24,15.9,20,72,48.9,0.02G,999.9,0
744860,94789,20120315,47.2,24,38.7,24,1025,24,1024.2,24,10,24,8,24,13,999.9,72,44.1,0.00G,999.9,0
744860,94789,20120316,44.7,24,41.3,24,1024,18,1023.1,24,4.4,24,6.8,24,13,17.1,48.2*,42.8*,0.01G,999.9,10000
744860,94789,20120317,48.2,24,42.5,24,1025,17,1024.3,24,5.7,24,5.5,24,12,999.9,57.9*,39.2*,0.01G,999.9,100000
744860,94789,20120318,48.2,24,43.3,24,1028.2,17,1026.9,24,7.6,24,6.3,24,9.9,999.9,59,39.9,0.00G,999.9,100000
744860,94789,20120319,53.1,24,44.9,24,1023.2,24,1022.4,24,9,24,6.5,24,13,999.9,64,45,0.00G,999.9,0
744860,94789,20120320,57.8,24,52.2,24,1025.1,20,1024.5,24,6.5,24,4,24,8.9,999.9,69.1,45,0.00G,999.9,100000
744860,94789,20120321,57.5,24,54.1,24,1026.8,11,1026.1,24,4.5,24,3.8,24,8,999.9,69.1,55,0.00G,999.9,110000
744860,94789,20120322,57.3,24,53.9,24,1023.7,13,1023.2,24,2.3,24,4.7,24,9.9,999.9,66,53.1,0.00G,999.9,110000
744860,94789,20120323,61.7,24,50,24,1018.6,24,1017.8,24,9.1,24,7.6,24,22.9,27,77,53.1,0.00G,999.9,0
744860,94789,20120324,55.8,24,35.4,24,1018,24,1017.2,24,10,24,8.3,24,18.1,24.1,61.0*,51.1*,0.00G,999.9,0
744860,94789,20120325,48.4,24,38.9,24,1012.1,21,1011.3,24,9.5,24,9.7,24,15,17.1,61,45,0.15G,999.9,10000
744860,94789,20120326,49.8,24,30.6,24,1008.3,24,1007.5,24,10,24,13.8,24,29.9,39,57,41,0.01G,999.9,0
744860,94789,20120327,39.6,24,-0.9,24,1022.1,24,1021.4,24,10,24,16.1,24,25.1,34,57,30.9,0.00G,999.9,0
744860,94789,20120328,49.7,24,28,24,1013.8,24,1013.3,24,10,24,9.3,24,15.9,19,63,31.1,0.00G,999.9,10010
744860,94789,20120329,56.8,24,37,24,1005.4,24,1004.7,24,10,24,16.2,24,22.9,29.9,64,42.1,0.01G,999.9,0
744860,94789,20120330,46.5,24,22.3,24,1016.7,24,1016,24,10,24,11,24,20,27,63,39,0.00G,999.9,0
744860,94789,20120331,42.2,24,35.9,24,1013.5,20,1012.7,24,7.8,24,10.6,24,15,15.9,54,39,0.38G,999.9,10000
744860,94789,20120401,45.3,24,36.4,24,1010.6,23,1010.2,24,9.7,24,6.3,24,15.9,20,52,39,0.01G,999.9,10000
744860,94789,20120402,48.1,24,32.7,24,1005.9,23,1004.8,24,9.2,24,14.6,24,24.1,31.1,57.9,39.9,0.40G,999.9,10000
744860,94789,20120403,51.2,24,13.7,24,1011.4,24,1010.6,24,10,24,13,24,19,27,66,39.9,0.10G,999.9,0
744860,94789,20120404,61,24,19.9,24,1004.8,24,1004,24,10,24,9.5,24,19,26,70,39.9,0.00G,999.9,0
744860,94789,20120405,50.7,24,24,24,1008.3,24,1007.6,24,10,24,11.6,24,24.1,33,70,42.1,0.00G,999.9,0
744860,94789,20120406,48,24,21,24,1013.9,24,1013.1,24,10,24,9.7,24,17.1,22.9,59,37,0.00G,999.9,0
744860,94789,20120407,51.1,24,14.9,24,1016.5,24,1015.7,24,10,24,12.4,24,18.1,35,62.1,37,0.00G,999.9,0
744860,94789,20120408,55.7,24,17.1,24,1011.9,24,1011.1,24,10,24,13.9,24,21,28.9,68,39.9,0.00G,999.9,0
744860,94789,20120409,58.3,24,20.3,24,1005.1,24,1004.3,24,10,24,18.9,24,28.9,36.9,68,46,0.00G,999.9,0
744860,94789,20120410,55,24,27.6,24,1005.9,24,1005.1,24,10,24,12.8,24,22,28.9,64.9,43,0.00G,999.9,10000
744860,94789,20120411,49,24,27.9,24,1009.4,24,1008.7,24,10,24,9.9,24,15,18.1,62.1,43,0.00G,999.9,10000
744860,94789,20120412,51.7,24,29,24,1014.3,24,1013.5,24,10,24,11.3,24,18.1,22.9,62.1,43,0.00G,999.9,10000
744860,94789,20120413,53.1,24,30.7,24,1020.8,24,1020.1,24,10,24,8.2,24,18.1,999.9,62.1,44.1,0.00G,999.9,10000
744860,94789,20120414,55.2,24,34.6,24,1021.2,24,1020.4,24,10,24,8.9,24,14,999.9,66,44.1,0.00G,999.9,0
744860,94789,20120415,62.3,24,47.9,24,1016.5,24,1015.7,24,10,24,8.4,24,15.9,21,75.9,45,0.00G,999.9,10000
744860,94789,20120416,62.9,24,52.8,24,1016,24,1015.2,24,10,24,5.5,24,15.9,20,77,54,0.00G,999.9,0
744860,94789,20120417,69.3,24,42.4,24,1016.4,24,1015.6,24,10,24,9.9,24,19,25.1,81,54,0.00G,999.9,0
744860,94789,20120418,59,24,28.9,24,1022.3,24,1021.5,24,10,24,10.3,24,15.9,19,81,50,0.00G,999.9,10000
744860,94789,20120419,54.1,24,42.7,24,1019.7,24,1019,24,10,24,6.6,24,12,999.9,63,48.9,0.00G,999.9,10000
744860,94789,20120420,56.5,24,46.6,24,1016.6,23,1015.8,24,10,24,7.3,24,15,999.9,66,48.9,0.00G,999.9,10000
744860,94789,20120421,58.2,24,53,24,1009.3,16,1009,24,5.5,24,8.5,24,19,25.1,66,48.9,0.01G,999.9,110000
744860,94789,20120422,52.4,24,47.2,24,1006.6,18,1005.4,24,8.5,24,12.5,24,18.1,24.1,60.1*,48.2*,0.11G,999.9,10010
744860,94789,20120423,51.6,24,46.5,24,992.1,20,990.9,24,5.8,24,14.9,24,22,29.9,57.9,48.9,2.39G,999.9,10000
744860,94789,20120424,49.3,24,34,24,999.4,20,998.1,24,10,24,18,24,25.1,33,60.8*,42.1*,0.27G,999.9,10000
744860,94789,20120425,52.5,24,33.2,24,1008.8,22,1007.4,24,10,24,8.6,24,15.9,999.9,57.9*,42.1*,0.00G,999.9,10000
744860,94789,20120426,50.5,24,43.9,24,1011.3,19,1009.9,24,9,24,7,24,15,999.9,59.0*,42.1*,0.00G,999.9,10000
744860,94789,20120427,51.9,24,36.1,24,1010.5,20,1007.8,24,7.4,24,15.8,24,25.1,32.1,60.1,46.9,0.06G,999.9,10000
744860,94789,20120428,47.4,24,23.1,24,1021.6,24,1020.8,24,10,24,13.4,24,22.9,26,57.9,39.9,0.00G,999.9,0
